version	threads	time
CASLL	2	0.857450272
CASLL	2	0.843854491
CASLL	2	0.909250238
CASLL	2	0.860562376
CASLL	2	0.848157467
CASLL	2	0.839351082
CASLL	2	0.869927043
CASLL	2	0.880831631
CASLL	2	0.895624637
CASLL	2	0.87125773
CASLL	2	0.864007886
CASLL	2	0.919999856
CASLL	2	0.864455197
CASLL	2	0.883106801
CASLL	2	0.830168273
CASLL	2	0.88704313
CASLL	2	0.879857816
CASLL	2	0.862907455
CASLL	2	0.845479474
CASLL	2	0.861497573
CASLL	2	0.847682782
CASLL	2	0.847632429
CASLL	2	0.870306403
CASLL	2	0.873245939
CASLL	2	0.880338858
CASLL	2	0.875619371
CASLL	2	0.866486425
CASLL	2	0.860476338
CASLL	2	0.866236616
CASLL	2	0.871268487
CASLL	4	0.452511519
CASLL	4	0.448245208
CASLL	4	0.447768077
CASLL	4	0.457810309
CASLL	4	0.459930021
CASLL	4	0.454523681
CASLL	4	0.46411127
CASLL	4	0.445430822
CASLL	4	0.441848919
CASLL	4	0.460238494
CASLL	4	0.448306316
CASLL	4	0.452078875
CASLL	4	0.466805885
CASLL	4	0.444927782
CASLL	4	0.440364731
CASLL	4	0.431687894
CASLL	4	0.476208684
CASLL	4	0.469540098
CASLL	4	0.456948444
CASLL	4	0.460984011
CASLL	4	0.450718858
CASLL	4	0.455315151
CASLL	4	0.44087266
CASLL	4	0.448322938
CASLL	4	0.476395919
CASLL	4	0.471509241
CASLL	4	0.449987029
CASLL	4	0.443506167
CASLL	4	0.457340024
CASLL	4	0.46134577
CASLL	8	0.284254025
CASLL	8	0.298318137
CASLL	8	0.282124048
CASLL	8	0.290806751
CASLL	8	0.25579582
CASLL	8	0.274940689
CASLL	8	0.281965167
CASLL	8	0.282979559
CASLL	8	0.257719497
CASLL	8	0.305615401
CASLL	8	0.281983255
CASLL	8	0.293855302
CASLL	8	0.293431947
CASLL	8	0.254867469
CASLL	8	0.27116764
CASLL	8	0.276656599
CASLL	8	0.268232505
CASLL	8	0.280416448
CASLL	8	0.305693618
CASLL	8	0.287379818
CASLL	8	0.288613709
CASLL	8	0.274002071
CASLL	8	0.302998026
CASLL	8	0.286505242
CASLL	8	0.296153938
CASLL	8	0.28392942
CASLL	8	0.284913013
CASLL	8	0.287008771
CASLL	8	0.297650838
CASLL	8	0.27945192
CASLL	16	0.202255012
CASLL	16	0.162480107
CASLL	16	0.177250626
CASLL	16	0.165025131
CASLL	16	0.169074386
CASLL	16	0.162839422
CASLL	16	0.157862304
CASLL	16	0.16266392
CASLL	16	0.154648026
CASLL	16	0.162266963
CASLL	16	0.169985138
CASLL	16	0.164278636
CASLL	16	0.165219209
CASLL	16	0.161123022
CASLL	16	0.176741719
CASLL	16	0.16909834
CASLL	16	0.19066406
CASLL	16	0.196250303
CASLL	16	0.149496873
CASLL	16	0.172187957
CASLL	16	0.174919237
CASLL	16	0.203927903
CASLL	16	0.16703387
CASLL	16	0.168443752
CASLL	16	0.170223215
CASLL	16	0.178485006
CASLL	16	0.159615368
CASLL	16	0.167979821
CASLL	16	0.174703648
CASLL	16	0.175188112
CASLL	32	0.114295286
CASLL	32	0.109739568
CASLL	32	0.103650285
CASLL	32	0.106903182
CASLL	32	0.116748892
CASLL	32	0.103043117
CASLL	32	0.125739579
CASLL	32	0.115849383
CASLL	32	0.115658726
CASLL	32	0.110457709
CASLL	32	0.111683289
CASLL	32	0.152994202
CASLL	32	0.173304521
CASLL	32	0.126079827
CASLL	32	0.117451388
CASLL	32	0.101966151
CASLL	32	0.128847772
CASLL	32	0.110498284
CASLL	32	0.103417097
CASLL	32	0.107070863
CASLL	32	0.109139244
CASLL	32	0.11324863
CASLL	32	0.159035576
CASLL	32	0.102903791
CASLL	32	0.10929568
CASLL	32	0.112176552
CASLL	32	0.100917051
CASLL	32	0.126090093
CASLL	32	0.125740068
